 -3.59999999999999973E-002 -0.99800000000000000        0.0000000000000000                      +Infinity
 -3.59999999999999973E-002 -0.99399999999999999        0.0000000000000000                      +Infinity
 -3.59999999999999973E-002 -0.98999999999999999        0.0000000000000000                      +Infinity
 -3.59999999999999973E-002 -0.98599999999999999        0.0000000000000000                      +Infinity
 -3.59999999999999973E-002 -0.98199999999999998        0.0000000000000000                      +Infinity
 -3.59999999999999973E-002 -0.97799999999999998        0.0000000000000000                      +Infinity
 -3.59999999999999973E-002 -0.97399999999999998        0.0000000000000000                      +Infinity
 -3.59999999999999973E-002 -0.96999999999999997        0.0000000000000000                      +Infinity
 -3.59999999999999973E-002 -0.96599999999999997        0.0000000000000000                      +Infinity
 -3.59999999999999973E-002 -0.96199999999999997        0.0000000000000000                      +Infinity
 -3.59999999999999973E-002 -0.95799999999999996        0.0000000000000000                      +Infinity
 -3.59999999999999973E-002 -0.95399999999999996        0.0000000000000000                      +Infinity
 -3.59999999999999973E-002 -0.94999999999999996        0.0000000000000000                      +Infinity
 -3.59999999999999973E-002 -0.94599999999999995        0.0000000000000000                      +Infinity
 -3.59999999999999973E-002 -0.94199999999999995        0.0000000000000000                      +Infinity
 -3.59999999999999973E-002 -0.93799999999999994        0.0000000000000000                      +Infinity
 -3.59999999999999973E-002 -0.93400000000000005        0.0000000000000000                      +Infinity
 -3.59999999999999973E-002 -0.93000000000000005        0.0000000000000000                      +Infinity
 -3.59999999999999973E-002 -0.92600000000000005        0.0000000000000000                      +Infinity
 -3.59999999999999973E-002 -0.92200000000000004        0.0000000000000000                      +Infinity
 -3.59999999999999973E-002 -0.91800000000000004        0.0000000000000000                      +Infinity
 -3.59999999999999973E-002 -0.91400000000000003        0.0000000000000000                      +Infinity
 -3.59999999999999973E-002 -0.91000000000000003       1.19999999999999999E-008   18.238359187158412
 -3.59999999999999973E-002 -0.90600000000000003       1.49599999999999996E-008   18.017885864400078
 -3.59999999999999973E-002 -0.90200000000000002       1.37919999999999980E-007   15.796592030031029
 -3.59999999999999973E-002 -0.89800000000000002       3.19920000000000022E-007   14.955194872407848
 -3.59999999999999973E-002 -0.89400000000000002       4.46799999999999951E-007   14.621154769751366
 -3.59999999999999973E-002 -0.89000000000000001       8.58800000000000040E-007   13.967729770941785
 -3.59999999999999973E-002 -0.88600000000000001       1.78807999999999995E-006   13.234368139484571
 -3.59999999999999973E-002 -0.88200000000000001       3.31327999999999956E-006   12.617571922672930
 -3.59999999999999973E-002 -0.87800000000000000       5.93175999999999943E-006   12.035189593037064
 -3.59999999999999973E-002 -0.87400000000000000       1.05871200000000004E-005   11.455872390011558
 -3.59999999999999973E-002 -0.87000000000000000       1.92139999999999993E-005   10.859871377976727
 -3.59999999999999973E-002 -0.86599999999999999       3.36735200000000035E-005   10.298798786151101
 -3.59999999999999973E-002 -0.86199999999999999       5.52519200000000000E-005   9.8036074670389972
 -3.59999999999999973E-002 -0.85799999999999998       8.55513599999999926E-005   9.3663936606162519
 -3.59999999999999973E-002 -0.85399999999999998       1.29964160000000002E-004   8.9482518378264952
 -3.59999999999999973E-002 -0.84999999999999998       1.94772959999999997E-004   8.5436759854256135
 -3.59999999999999973E-002 -0.84599999999999997       2.77719679999999995E-004   8.1888982983195309
 -3.59999999999999973E-002 -0.84199999999999997       3.77799679999999999E-004   7.8811464499062227
 -3.59999999999999973E-002 -0.83799999999999997       5.03305279999999972E-004   7.5943136534760098
 -3.59999999999999973E-002 -0.83399999999999996       6.65211679999999964E-004   7.3154052521706685
 -3.59999999999999973E-002 -0.82999999999999996       8.58723679999999923E-004   7.0600633640968296
 -3.59999999999999973E-002 -0.82599999999999996       1.07890456000000004E-003   6.8318090488888927
 -3.59999999999999973E-002 -0.82199999999999995       1.34069343999999998E-003   6.6145683063350900
 -3.59999999999999973E-002 -0.81799999999999995       1.62805791999999982E-003   6.4203674346390720
 -3.59999999999999973E-002 -0.81399999999999995       1.94228847999999995E-003   6.2438883722563743
 -3.59999999999999973E-002 -0.81000000000000005       2.27549424000000021E-003   6.0855580018225810
 -3.59999999999999973E-002 -0.80600000000000005       2.63821584000000029E-003   5.9376524084737792
 -3.59999999999999973E-002 -0.80200000000000005       3.01823103999999997E-003   5.8030843675573109
 -3.59999999999999973E-002 -0.79800000000000004       3.41259608000000006E-003   5.6802819635560571
 -3.59999999999999973E-002 -0.79400000000000004       3.81801287999999992E-003   5.5680251801902951
 -3.59999999999999973E-002 -0.79000000000000004       4.23570520000000027E-003   5.4642054476213113
 -3.59999999999999973E-002 -0.78600000000000003       4.63944688000000015E-003   5.3731601267462317
 -3.59999999999999973E-002 -0.78200000000000003       5.02607896000000030E-003   5.2931151296777355
 -3.59999999999999973E-002 -0.77800000000000002       5.41692671999999958E-003   5.2182266501807826
 -3.59999999999999973E-002 -0.77400000000000002       5.77828784000000012E-003   5.1536478616333792
 -3.59999999999999973E-002 -0.77000000000000002       6.12518103999999935E-003   5.0953469654371419
 -3.59999999999999973E-002 -0.76600000000000001       6.44141127999999993E-003   5.0450076200170209
 -3.59999999999999973E-002 -0.76200000000000001       6.73236239999999968E-003   5.0008291716604241
 -3.59999999999999973E-002 -0.75800000000000001       6.99486608000000031E-003   4.9625788161516082
 -3.59999999999999973E-002 -0.75400000000000000       7.21757791999999912E-003   4.9312358505034721
