  -1.0000000000000000                       Infinity                  Infinity
 -0.99980000000000002                       Infinity                  Infinity
 -0.99960000000000004                       Infinity                  Infinity
 -0.99939999999999996                       Infinity                  Infinity
 -0.99919999999999998                       Infinity                  Infinity
 -0.99900000000000000                       Infinity                  Infinity
 -0.99880000000000002                       Infinity                  Infinity
 -0.99860000000000004                       Infinity                  Infinity
 -0.99839999999999995                       Infinity                  Infinity
 -0.99819999999999998                       Infinity                  Infinity
 -0.99800000000000000                       Infinity                  Infinity
 -0.99780000000000002                       Infinity                  Infinity
 -0.99760000000000004                       Infinity                  Infinity
 -0.99739999999999995                       Infinity                  Infinity
 -0.99719999999999998                       Infinity                  Infinity
 -0.99700000000000000                       Infinity                  Infinity
 -0.99680000000000002                       Infinity                  Infinity
 -0.99660000000000004                       Infinity                  Infinity
 -0.99639999999999995                       Infinity                  Infinity
 -0.99619999999999997                       Infinity                  Infinity
 -0.99600000000000000                       Infinity                  Infinity
 -0.99580000000000002                       Infinity                  Infinity
 -0.99560000000000004                       Infinity                  Infinity
 -0.99539999999999995                       Infinity                  Infinity
 -0.99519999999999997                       Infinity                  Infinity
 -0.99500000000000000                       Infinity                  Infinity
 -0.99480000000000002                       Infinity                  Infinity
 -0.99460000000000004                       Infinity                  Infinity
 -0.99439999999999995                       Infinity                  Infinity
 -0.99419999999999997                       Infinity                  Infinity
 -0.99399999999999999                       Infinity                  Infinity
 -0.99380000000000002                       Infinity                  Infinity
 -0.99360000000000004                       Infinity                  Infinity
 -0.99339999999999995                       Infinity                  Infinity
 -0.99319999999999997                       Infinity                  Infinity
 -0.99299999999999999                       Infinity                  Infinity
 -0.99280000000000002                       Infinity                  Infinity
 -0.99260000000000004                       Infinity                  Infinity
 -0.99239999999999995                       Infinity                  Infinity
 -0.99219999999999997                       Infinity                  Infinity
 -0.99199999999999999                       Infinity                  Infinity
 -0.99180000000000001                       Infinity                  Infinity
 -0.99160000000000004                       Infinity                  Infinity
 -0.99139999999999995                       Infinity                  Infinity
 -0.99119999999999997                       Infinity                  Infinity
 -0.99099999999999999                       Infinity                  Infinity
 -0.99080000000000001                       Infinity                  Infinity
 -0.99060000000000004                       Infinity                  Infinity
 -0.99039999999999995                       Infinity                  Infinity
 -0.99019999999999997                       Infinity                  Infinity
 -0.98999999999999999                       Infinity                  Infinity
 -0.98980000000000001                       Infinity                  Infinity
 -0.98960000000000004                       Infinity                  Infinity
 -0.98939999999999995                       Infinity                  Infinity
 -0.98919999999999997                       Infinity                  Infinity
 -0.98899999999999999                       Infinity                  Infinity
 -0.98880000000000001                       Infinity                  Infinity
 -0.98860000000000003                       Infinity                  Infinity
 -0.98839999999999995                       Infinity                  Infinity
 -0.98819999999999997                       Infinity                  Infinity
 -0.98799999999999999                       Infinity                  Infinity
 -0.98780000000000001                       Infinity                  Infinity
 -0.98760000000000003                       Infinity                  Infinity
 -0.98740000000000006                       Infinity                  Infinity
 -0.98719999999999997                       Infinity                  Infinity
 -0.98699999999999999                       Infinity                  Infinity
 -0.98680000000000001                       Infinity                  Infinity
 -0.98660000000000003                       Infinity                  Infinity
 -0.98640000000000005                       Infinity                  Infinity
 -0.98619999999999997                       Infinity                  Infinity
 -0.98599999999999999                       Infinity                  Infinity
 -0.98580000000000001                       Infinity                  Infinity
 -0.98560000000000003                       Infinity                  Infinity
 -0.98540000000000005                       Infinity                  Infinity
 -0.98519999999999996                       Infinity                  Infinity
 -0.98499999999999999                       Infinity                  Infinity
 -0.98480000000000001                       Infinity                  Infinity
 -0.98460000000000003                       Infinity                  Infinity
 -0.98440000000000005                       Infinity                  Infinity
 -0.98419999999999996                       Infinity                  Infinity
 -0.98399999999999999                       Infinity                  Infinity
 -0.98380000000000001                       Infinity                  Infinity
 -0.98360000000000003                       Infinity                  Infinity
 -0.98340000000000005                       Infinity                  Infinity
 -0.98319999999999996                       Infinity                  Infinity
 -0.98299999999999998                       Infinity                  Infinity
 -0.98280000000000001                       Infinity                  Infinity
 -0.98260000000000003                       Infinity                  Infinity
 -0.98240000000000005                       Infinity                  Infinity
 -0.98219999999999996                       Infinity                  Infinity
 -0.98199999999999998                       Infinity                  Infinity
 -0.98180000000000001                       Infinity                  Infinity
 -0.98160000000000003                       Infinity                  Infinity
 -0.98140000000000005                       Infinity                  Infinity
 -0.98119999999999996                       Infinity                  Infinity
 -0.98099999999999998                       Infinity                  Infinity
 -0.98080000000000001                       Infinity                  Infinity
 -0.98060000000000003                       Infinity                  Infinity
 -0.98040000000000005                       Infinity                  Infinity
 -0.98019999999999996                       Infinity                  Infinity
 -0.97999999999999998                       Infinity                  Infinity
 -0.97980000000000000                       Infinity                  Infinity
 -0.97960000000000003                       Infinity                  Infinity
 -0.97940000000000005                       Infinity                  Infinity
 -0.97919999999999996                       Infinity                  Infinity
 -0.97899999999999998                       Infinity                  Infinity
